533,772,vehiculo de carga
1645,596,moto
61,168,auto
219,566,no es necesaria
30,540,no es necesaria
404,761,auto
733,395,moto
428,142,auto
774,630,auto
1558,579,auto
352,174,auto
706,397,auto
103,36,auto
952,282,no es necesaria
1435,539,vehiculo de carga
1017,646,vehiculo de carga
718,682,auto
54,127,no es necesaria
1255,58,vehiculo de carga
856,455,vehiculo de carga
616,809,auto
1385,539,no es necesaria
887,563,auto
867,95,auto
526,474,no es necesaria
697,161,auto
202,178,no es necesaria
1591,141,no es necesaria
1149,520,auto
1345,598,auto
160,220,auto
572,239,moto
356,534,auto
1261,554,auto
1081,316,no es necesaria
1391,506,auto
279,694,no es necesaria
1266,350,auto
676,55,auto
1584,207,auto
20,167,no es necesaria
1360,484,no es necesaria
625,268,no es necesaria
257,606,auto
285,805,moto
972,40,no es necesaria
943,146,vehiculo de carga
629,334,no es necesaria
744,154,moto
1595,486,auto
477,288,no es necesaria
1089,517,moto
247,26,no es necesaria
694,367,auto
1561,20,no es necesaria
814,368,no es necesaria
854,576,auto
112,496,moto
1499,36,auto
987,97,no es necesaria
1213,578,no es necesaria
725,8,no es necesaria
672,363,auto
779,236,no es necesaria
228,818,auto
315,58,moto
640,157,no es necesaria
1167,661,auto
894,620,moto
977,230,auto
1239,246,auto
1623,521,moto
154,194,moto
604,355,no es necesaria
1516,169,no es necesaria
1599,645,auto
120,82,auto
566,412,auto
711,123,auto
422,287,auto
528,335,no es necesaria
1069,243,no es necesaria
707,119,auto
1144,65,vehiculo de carga
